Time,LogSeconds,LogMilliseconds,DelayLevelInPercentage,ECU_ON_Injector_Microseconds,ComputedDelayToAddInMicroseconds,DelayAddedInMicroseconds,OnInjectorMicroseconds,OffInjectorMicroseconds,WarningCount,RPMs,NewInjectorDutyCycle (%),EcuInjectorDutyCycle (%)
15:21:42,664,381,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:42,664,400,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:42,664,419,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:42,664,438,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:42,664,456,12,9800,1100,1200,11000,9200,3,6282,54.45544554,48.51485149
15:21:42,664,475,12,9800,1100,1200,11000,9300,3,6315,54.18719212,48.27586207
15:21:42,664,494,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:42,664,513,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:42,664,532,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:42,664,551,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:42,664,570,12,9800,1100,1200,11000,9200,3,6282,54.45544554,48.51485149
15:21:42,664,589,12,9800,1100,1200,11000,9200,3,6315,54.45544554,48.51485149
15:21:42,664,608,12,9800,1100,1200,11000,9200,3,6315,54.45544554,48.51485149
15:21:42,664,627,12,9800,1100,1200,11000,9400,3,6315,53.92156863,48.03921569
15:21:42,664,646,12,9800,1100,1200,11000,9200,3,6250,54.45544554,48.51485149
15:21:42,664,664,12,9800,1100,1200,11000,9300,3,6315,54.18719212,48.27586207
15:21:42,664,683,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:42,664,703,12,9800,1100,1200,11000,9500,3,6282,53.65853659,47.80487805
15:21:42,664,721,12,9800,1100,1200,11000,9200,3,6217,54.45544554,48.51485149
15:21:42,664,740,12,9800,1100,1200,11000,9300,3,6315,54.18719212,48.27586207
15:21:42,664,759,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:42,664,778,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:42,664,797,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:42,664,816,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:42,664,835,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:42,664,854,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:42,664,873,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:42,664,892,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:42,664,911,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:42,664,930,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:42,664,949,12,9900,1100,1200,11100,9300,3,6282,54.41176471,48.52941176
15:21:42,664,968,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:42,664,987,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:43,665,6,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,25,12,9900,1100,1200,11100,9400,3,6250,54.14634146,48.29268293
15:21:43,665,44,12,9800,1100,1200,11000,9200,3,6217,54.45544554,48.51485149
15:21:43,665,63,12,9700,1100,1200,10900,9400,3,6315,53.69458128,47.78325123
15:21:43,665,82,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:43,665,101,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,120,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:43,665,139,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,158,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:43,665,177,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:43,665,196,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:43,665,215,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:43,665,234,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,253,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,272,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,291,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,310,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:43,665,329,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:43,665,348,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,367,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:43,665,386,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,405,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,424,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,443,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:43,665,462,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,481,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:43,665,500,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:43,665,519,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:43,665,538,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,557,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:43,665,576,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,595,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,614,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:43,665,633,12,9700,1100,1200,10900,9500,3,6282,53.43137255,47.54901961
15:21:43,665,652,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:43,665,671,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:43,665,690,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:43,665,709,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,728,12,9800,1100,1200,11000,9200,3,6282,54.45544554,48.51485149
15:21:43,665,747,12,9800,1100,1200,11000,9300,3,6315,54.18719212,48.27586207
15:21:43,665,766,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,785,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:43,665,804,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:43,665,823,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:43,665,842,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,861,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:43,665,880,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:43,665,899,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:43,665,918,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,937,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:43,665,956,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:43,665,975,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:43,665,994,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,13,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:44,666,32,12,9700,1100,1200,10900,9500,3,6282,53.43137255,47.54901961
15:21:44,666,51,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,70,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,89,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:44,666,108,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:44,666,127,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:44,666,146,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,165,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,184,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:44,666,203,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:44,666,222,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:44,666,241,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:44,666,260,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:44,666,279,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:44,666,298,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,317,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:44,666,336,12,9800,1100,1200,11000,9200,3,6282,54.45544554,48.51485149
15:21:44,666,355,12,9800,1100,1200,11000,9300,3,6315,54.18719212,48.27586207
15:21:44,666,374,12,9800,1100,1200,11000,9300,3,6282,54.18719212,48.27586207
15:21:44,666,393,12,9900,1100,1200,11100,9300,3,6282,54.41176471,48.52941176
15:21:44,666,412,12,9800,1100,1200,11000,9200,3,6250,54.45544554,48.51485149
15:21:44,666,431,12,9800,1100,1200,11000,9400,3,6315,53.92156863,48.03921569
15:21:44,666,450,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:44,666,469,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:44,666,488,12,9700,1100,1200,10900,9500,3,6282,53.43137255,47.54901961
15:21:44,666,507,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:44,666,526,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:44,666,545,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:44,666,564,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,583,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,602,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:44,666,621,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:44,666,640,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:44,666,659,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:44,666,678,12,9700,1100,1200,10900,9500,3,6282,53.43137255,47.54901961
15:21:44,666,697,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:44,666,716,12,9700,1100,1200,10900,9400,3,6282,53.69458128,47.78325123
15:21:44,666,736,12,9700,1100,1200,10900,9500,3,6282,53.43137255,47.54901961
15:21:44,666,755,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:44,666,774,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:44,666,793,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:44,666,812,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:44,666,831,12,9800,1100,1200,11000,9300,3,6250,54.18719212,48.27586207
15:21:44,666,850,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:44,666,869,12,9800,1100,1200,11000,9500,3,6250,53.65853659,47.80487805
15:21:44,666,888,12,9700,1100,1200,10900,9400,3,6217,53.69458128,47.78325123
15:21:44,666,907,12,9700,1100,1200,10900,9500,3,6282,53.43137255,47.54901961
15:21:44,666,926,12,9700,1100,1200,10900,9600,3,6250,53.17073171,47.31707317
15:21:44,666,945,12,9700,1100,1200,10900,9500,3,6217,53.43137255,47.54901961
15:21:44,666,964,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:44,666,983,12,9800,1100,1200,11000,9400,3,6282,53.92156863,48.03921569
15:21:45,667,3,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:45,667,22,12,9700,1100,1200,10900,9400,3,6250,53.69458128,47.78325123
15:21:45,667,41,12,9700,1100,1200,10900,9600,3,6282,53.17073171,47.31707317
15:21:45,667,60,12,9700,1100,1200,10900,9500,3,6217,53.43137255,47.54901961
15:21:45,667,79,12,9700,1100,1200,10900,9600,3,6250,53.17073171,47.31707317
15:21:45,667,98,12,9700,1100,1200,10900,9500,3,6217,53.43137255,47.54901961
15:21:45,667,117,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:45,667,137,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:45,667,156,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:45,667,175,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:45,667,194,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:45,667,213,12,9800,1100,1200,11000,9500,3,6250,53.65853659,47.80487805
15:21:45,667,232,12,9700,1100,1200,10900,9500,3,6217,53.43137255,47.54901961
15:21:45,667,251,12,9700,1100,1200,10900,9600,3,6250,53.17073171,47.31707317
15:21:45,667,270,12,9700,1100,1200,10900,9600,3,6217,53.17073171,47.31707317
15:21:45,667,290,12,9700,1100,1200,10900,9600,3,6217,53.17073171,47.31707317
15:21:45,667,309,12,9700,1100,1200,10900,9500,3,6217,53.43137255,47.54901961
15:21:45,667,328,12,9800,1100,1200,11000,9400,3,6250,53.92156863,48.03921569
15:21:45,667,347,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:45,667,366,12,9700,1100,1200,10900,9600,3,6250,53.17073171,47.31707317
15:21:45,667,385,12,9700,1100,1200,10900,9700,3,6217,52.91262136,47.08737864
15:21:45,667,405,12,9700,1100,1200,10900,9700,3,6185,52.91262136,47.08737864
15:21:45,667,424,12,9700,1100,1200,10900,9700,3,6185,52.91262136,47.08737864
15:21:45,667,443,12,9700,1100,1200,10900,9700,3,6185,52.91262136,47.08737864
15:21:45,667,462,12,9700,1100,1200,10900,9600,3,6185,53.17073171,47.31707317
15:21:45,667,482,12,9700,1100,1200,10900,9500,3,6217,53.43137255,47.54901961
15:21:45,667,501,12,9700,1100,1200,10900,9500,3,6250,53.43137255,47.54901961
15:21:45,667,520,12,9700,1100,1200,10900,9600,3,6250,53.17073171,47.31707317
15:21:45,667,539,12,9700,1100,1200,10900,9600,3,6217,53.17073171,47.31707317
15:21:45,667,558,12,9700,1100,1200,10900,9700,3,6217,52.91262136,47.08737864
15:21:45,667,578,12,9700,1100,1200,10900,9600,3,6185,53.17073171,47.31707317
15:21:45,667,597,12,9700,1100,1200,10900,9600,3,6217,53.17073171,47.31707317
15:21:45,667,616,12,9800,1100,1200,11000,9600,3,6217,53.39805825,47.57281553
15:21:45,667,635,12,9800,1100,1200,11000,9500,3,6185,53.65853659,47.80487805
15:21:45,667,654,12,9800,1100,1200,11000,9500,3,6217,53.65853659,47.80487805
15:21:45,667,674,12,9800,1100,1200,11000,9600,3,6217,53.39805825,47.57281553
15:21:45,667,693,12,9800,1100,1200,11000,9600,3,6185,53.39805825,47.57281553
15:21:45,667,712,12,9800,1100,1200,11000,9700,3,6185,53.14009662,47.34299517
15:21:45,667,732,12,9700,1100,1200,10900,9700,3,6153,52.91262136,47.08737864
15:21:45,667,751,12,9800,1100,1200,11000,9800,3,6185,52.88461538,47.11538462
15:21:45,667,771,12,9700,1100,1200,10900,9900,3,6122,52.40384615,46.63461538
15:21:45,667,790,12,9800,1100,1200,11000,9600,3,6122,53.39805825,47.57281553
15:21:45,667,809,12,9800,1100,1200,11000,9600,3,6185,53.39805825,47.57281553
15:21:45,667,829,12,9800,1100,1200,11000,9700,3,6185,53.14009662,47.34299517
15:21:45,667,848,12,9800,1100,1200,11000,9700,3,6153,53.14009662,47.34299517
15:21:45,667,867,12,9800,1100,1200,11000,9700,3,6153,53.14009662,47.34299517
15:21:45,667,886,12,9800,1100,1200,11000,9800,3,6153,52.88461538,47.11538462
15:21:45,667,906,12,9800,1100,1200,11000,9800,3,6122,52.88461538,47.11538462
15:21:45,667,925,12,9800,1100,1200,11000,9700,3,6122,53.14009662,47.34299517
15:21:45,667,944,12,9800,1100,1200,11000,9600,3,6153,53.39805825,47.57281553
15:21:45,667,964,12,9800,1100,1200,11000,9500,3,6185,53.65853659,47.80487805
15:21:45,667,983,12,9800,1100,1200,11000,9500,3,6217,53.65853659,47.80487805
15:21:46,668,2,12,9700,1100,1200,10900,9600,3,6217,53.17073171,47.31707317
15:21:46,668,21,12,9700,1100,1200,10900,9700,3,6217,52.91262136,47.08737864
15:21:46,668,40,12,9700,1100,1200,10900,9700,3,6185,52.91262136,47.08737864
15:21:46,668,60,12,9700,1100,1200,10900,9700,3,6185,52.91262136,47.08737864
15:21:46,668,79,12,9700,1100,1200,10900,9700,3,6185,52.91262136,47.08737864
15:21:46,668,98,12,9700,1100,1200,10900,9700,3,6185,52.91262136,47.08737864
15:21:46,668,118,12,9800,1100,1200,11000,9700,3,6185,53.14009662,47.34299517
15:21:46,668,137,12,9800,1100,1200,11000,9700,3,6153,53.14009662,47.34299517
15:21:46,668,156,12,9800,1100,1200,11000,9700,3,6153,53.14009662,47.34299517
15:21:46,668,176,12,9800,1100,1200,11000,9700,3,6153,53.14009662,47.34299517
15:21:46,668,195,12,9800,1100,1200,11000,9800,3,6153,52.88461538,47.11538462
15:21:46,668,215,12,9800,1100,1200,11000,9800,3,6122,52.88461538,47.11538462
15:21:46,668,234,12,9800,1100,1200,11000,9700,3,6122,53.14009662,47.34299517
15:21:46,668,253,12,9800,1100,1200,11000,9700,3,6153,53.14009662,47.34299517
15:21:46,668,273,12,9800,1100,1200,11000,9700,3,6153,53.14009662,47.34299517
15:21:46,668,292,12,9800,1100,1200,11000,9800,3,6153,52.88461538,47.11538462
15:21:46,668,311,12,9800,1100,1200,11000,9800,3,6122,52.88461538,47.11538462
15:21:46,668,331,12,9700,1100,1200,10900,9900,3,6122,52.40384615,46.63461538
15:21:46,668,350,12,9700,1100,1200,10900,10000,3,6122,52.15311005,46.41148325
15:21:46,668,370,12,9700,1100,1200,10900,9900,3,6091,52.40384615,46.63461538
15:21:46,668,390,12,9700,1100,1200,10900,9900,3,6122,52.40384615,46.63461538
15:21:46,668,409,12,9800,1100,1200,11000,9900,3,6122,52.63157895,46.88995215
15:21:46,668,428,12,9700,1100,1200,10900,9800,3,6091,52.65700483,46.85990338
15:21:46,668,448,12,9800,1100,1200,11000,9800,3,6153,52.88461538,47.11538462
15:21:46,668,467,12,9700,1100,1200,10900,9900,3,6122,52.40384615,46.63461538
15:21:46,668,487,12,9700,1100,1200,10900,9900,3,6122,52.40384615,46.63461538
15:21:46,668,506,12,9700,1100,1200,10900,9900,3,6122,52.40384615,46.63461538
15:21:46,668,527,12,9700,1100,1200,10900,10500,3,6122,50.93457944,45.3271028
15:21:46,668,546,12,9700,1100,1200,10900,9900,3,5940,52.40384615,46.63461538
15:21:46,668,566,12,9700,1100,1200,10900,10000,3,6122,52.15311005,46.41148325
15:21:46,668,585,12,9700,1100,1200,10900,10000,3,6091,52.15311005,46.41148325
15:21:46,668,604,12,9700,1100,1200,10900,9500,3,6091,53.43137255,47.54901961
15:21:46,668,624,12,9700,1100,1200,10900,9900,3,6250,52.40384615,46.63461538
15:21:46,668,644,12,9700,1100,1200,10900,10400,3,6122,51.17370892,45.5399061
15:21:46,668,664,12,9700,1100,1200,10900,10100,3,5970,51.9047619,46.19047619
15:21:46,668,683,12,9700,1100,1200,10900,10200,3,6060,51.65876777,45.97156398
15:21:46,668,703,12,9700,1100,1200,10900,10300,3,6030,51.41509434,45.75471698
15:21:46,668,723,12,9700,1100,1200,10900,10100,3,6000,51.9047619,46.19047619
15:21:46,668,743,12,9700,1100,1200,10900,10100,3,6060,51.9047619,46.19047619
15:21:46,668,763,12,9700,1100,1200,10900,9500,3,6060,53.43137255,47.54901961
15:21:46,668,781,12,9700,1100,1200,10900,9900,3,6250,52.40384615,46.63461538
15:21:46,668,801,12,9700,1100,1200,10900,9900,3,6122,52.40384615,46.63461538
15:21:46,668,821,12,9700,1100,1200,10900,10400,3,6122,51.17370892,45.5399061
15:21:46,668,840,12,9700,1100,1200,10900,10200,3,5970,51.65876777,45.97156398
15:21:46,668,860,12,9700,1100,1200,10900,10200,3,6030,51.65876777,45.97156398
15:21:46,668,880,12,9700,1100,1200,10900,10200,3,6030,51.65876777,45.97156398
15:21:46,668,900,12,9700,1100,1200,10900,10100,3,6030,51.9047619,46.19047619
15:21:46,668,919,12,9700,1100,1200,10900,10000,3,6060,52.15311005,46.41148325
15:21:46,668,938,12,9700,1100,1200,10900,9500,3,6091,53.43137255,47.54901961
15:21:46,668,958,12,9700,1100,1200,10900,10000,3,6250,52.15311005,46.41148325
15:21:46,668,978,12,9700,1100,1200,10900,10500,3,6091,50.93457944,45.3271028
15:21:46,668,998,12,9700,1100,1200,10900,10200,3,5940,51.65876777,45.97156398
15:21:47,669,18,12,9700,1100,1200,10900,10400,3,6030,51.17370892,45.5399061
15:21:47,669,38,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:47,669,58,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:47,669,78,12,9700,1100,1200,10900,10300,3,5970,51.41509434,45.75471698
15:21:47,669,97,12,9700,1100,1200,10900,10100,3,6000,51.9047619,46.19047619
15:21:47,669,117,12,9900,1100,1200,11100,10000,3,6060,52.60663507,46.91943128
15:21:47,669,137,12,9700,1100,1200,10900,10100,3,6030,51.9047619,46.19047619
15:21:47,669,157,12,9700,1100,1200,10900,10300,3,6060,51.41509434,45.75471698
15:21:47,669,176,12,9700,1100,1200,10900,10300,3,6000,51.41509434,45.75471698
15:21:47,669,196,12,9700,1100,1200,10900,10300,3,6000,51.41509434,45.75471698
15:21:47,669,216,12,9700,1100,1200,10900,10400,3,6000,51.17370892,45.5399061
15:21:47,669,236,12,9700,1100,1200,10900,10300,3,5970,51.41509434,45.75471698
15:21:47,669,256,12,9800,1100,1200,11000,10200,3,6000,51.88679245,46.22641509
15:21:47,669,276,12,9800,1100,1200,11000,10100,3,6000,52.13270142,46.44549763
15:21:47,669,295,12,9800,1100,1200,11000,10100,3,6030,52.13270142,46.44549763
15:21:47,669,315,12,9700,1100,1200,10900,10200,3,6030,51.65876777,45.97156398
15:21:47,669,335,12,9700,1100,1200,10900,10300,3,6030,51.41509434,45.75471698
15:21:47,669,355,12,9700,1100,1200,10900,10400,3,6000,51.17370892,45.5399061
15:21:47,669,375,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:47,669,395,12,9700,1100,1200,10900,10300,3,5970,51.41509434,45.75471698
15:21:47,669,415,12,9700,1100,1200,10900,10200,3,6000,51.65876777,45.97156398
15:21:47,669,434,12,9800,1100,1200,11000,10100,3,6030,52.13270142,46.44549763
15:21:47,669,454,12,9800,1100,1200,11000,10100,3,6030,52.13270142,46.44549763
15:21:47,669,474,12,9800,1100,1200,11000,10100,3,6030,52.13270142,46.44549763
15:21:47,669,494,12,9700,1100,1200,10900,10200,3,6030,51.65876777,45.97156398
15:21:47,669,514,12,9700,1100,1200,10900,10300,3,6030,51.41509434,45.75471698
15:21:47,669,534,12,9700,1100,1200,10900,10400,3,6000,51.17370892,45.5399061
15:21:47,669,554,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:47,669,574,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:47,669,593,12,9700,1100,1200,10900,10300,3,5970,51.41509434,45.75471698
15:21:47,669,613,12,9700,1100,1200,10900,10200,3,6000,51.65876777,45.97156398
15:21:47,669,633,12,9700,1100,1200,10900,10200,3,6030,51.65876777,45.97156398
15:21:47,669,653,12,9700,1100,1200,10900,10300,3,6030,51.41509434,45.75471698
15:21:47,669,673,12,9700,1100,1200,10900,10400,3,6000,51.17370892,45.5399061
15:21:47,669,693,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:47,669,713,12,9700,1100,1200,10900,10500,3,5970,50.93457944,45.3271028
15:21:47,669,733,12,9700,1100,1200,10900,10400,3,5940,51.17370892,45.5399061
15:21:47,669,753,12,9700,1100,1200,10900,10200,3,5970,51.65876777,45.97156398
15:21:47,669,772,12,9700,1100,1200,10900,10200,3,6030,51.65876777,45.97156398
15:21:47,669,792,12,9800,1100,1200,11000,10200,3,6030,51.88679245,46.22641509
15:21:47,669,812,12,9700,1100,1200,10900,10200,3,6000,51.65876777,45.97156398
15:21:47,669,832,12,9700,1100,1200,10900,10300,3,6030,51.41509434,45.75471698
15:21:47,669,852,12,9700,1100,1200,10900,10400,3,6000,51.17370892,45.5399061
15:21:47,669,872,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:47,669,892,12,9700,1100,1200,10900,10500,3,5970,50.93457944,45.3271028
15:21:47,669,912,12,9700,1100,1200,10900,10400,3,5940,51.17370892,45.5399061
15:21:47,669,932,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:47,669,952,12,9700,1100,1200,10900,10200,3,5970,51.65876777,45.97156398
15:21:47,669,972,12,9700,1100,1200,10900,10200,3,6030,51.65876777,45.97156398
15:21:47,669,991,12,9700,1100,1200,10900,10300,3,6030,51.41509434,45.75471698
15:21:48,670,11,12,9700,1100,1200,10900,10400,3,6000,51.17370892,45.5399061
15:21:48,670,32,12,9700,1100,1200,10900,10500,3,5970,50.93457944,45.3271028
15:21:48,670,52,12,9700,1100,1200,10900,10500,3,5940,50.93457944,45.3271028
15:21:48,670,72,12,9700,1100,1200,10900,10400,3,5940,51.17370892,45.5399061
15:21:48,670,91,12,9700,1100,1200,10900,10300,3,5970,51.41509434,45.75471698
15:21:48,670,111,12,9700,1100,1200,10900,10200,3,6000,51.65876777,45.97156398
15:21:48,670,131,12,9700,1100,1200,10900,10200,3,6030,51.65876777,45.97156398
15:21:48,670,151,12,9700,1100,1200,10900,10300,3,6030,51.41509434,45.75471698
15:21:48,670,171,12,9700,1100,1200,10900,10400,3,6000,51.17370892,45.5399061
15:21:48,670,191,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:48,670,211,12,9700,1100,1200,10900,10500,3,5970,50.93457944,45.3271028
15:21:48,670,231,12,9700,1100,1200,10900,10400,3,5940,51.17370892,45.5399061
15:21:48,670,251,12,9700,1100,1200,10900,10300,3,5970,51.41509434,45.75471698
15:21:48,670,271,12,9700,1100,1200,10900,10300,3,6000,51.41509434,45.75471698
15:21:48,670,291,12,9700,1100,1200,10900,10300,3,6000,51.41509434,45.75471698
15:21:48,670,310,12,9700,1100,1200,10900,10300,3,6000,51.41509434,45.75471698
15:21:48,670,330,12,9700,1100,1200,10900,10300,3,6000,51.41509434,45.75471698
15:21:48,670,350,12,9700,1100,1200,10900,10500,3,6000,50.93457944,45.3271028
15:21:48,670,370,12,9700,1100,1200,10900,10300,3,5940,51.41509434,45.75471698
15:21:48,670,390,12,9700,1100,1200,10900,10400,3,6000,51.17370892,45.5399061
15:21:48,670,410,12,9700,1100,1200,10900,10400,3,5970,51.17370892,45.5399061
15:21:48,670,430,12,9700,1100,1200,10900,10300,3,5970,51.41509434,45.75471698
